f1000-1-1-0,carlos morel
f1000-2-273-0,allen r. nissenson
f1000-2-273-1,scott klarenbach
f1000-2-274-0,richard sutton
f1000-2-274-1,martin hermy
f1000-2-274-2,richard sutton
f1000-2-275-0,rakesh k chandra
f1000-2-275-1,giulio cantu
f1000-2-275-2,masafumi fukuda
f1000-2-276-0,christian gericke
f1000-2-276-1,john martin hickner
f1000-2-277-0,lefeng qu
f1000-2-277-1,madathipat unnikrishnan
f1000-2-278-0,andrew gelman
f1000-2-278-1,michael mccarthy
f1000-2-278-2,michael mccarthy
f1000-2-279-0,yaacov barak
f1000-2-279-1,jeffrey gimble
f1000-2-28-0,paul e carns
f1000-2-28-1,paul e carns
f1000-2-28-2,howard s smith
f1000-2-28-3,paul e carns
f1000-2-28-4,howard s smith
f1000-2-280-0,clint penick
f1000-2-280-1,clint penick
f1000-2-280-2,haitao wu
f1000-2-280-3,jouni sorvari
f1000-2-281-0,gustavo j. gutierrez gonzalez
f1000-2-281-1,titia sijen
f1000-2-281-2,titia sijen
f1000-2-281-3,gustavo j. gutierrez gonzalez
f1000-2-282-0,carlos m. gomez
f1000-2-282-1,yvonne hoeller
f1000-2-282-2,carlos m. gomez
f1000-2-282-3,yvonne hoeller
f1000-2-282-4,christoph m michel
f1000-2-283-0,xin dang
f1000-2-283-1,joseph berger
f1000-2-283-2,gabriele arendt
f1000-2-284-0,martijn arns
f1000-2-284-1,anne weigand
f1000-2-285-0,nicole gottdenker
f1000-2-285-1,colleen jonsson
f1000-2-285-2,nicole gottdenker
f1000-2-285-3,colleen jonsson
f1000-2-286-0,mark d gorrell
f1000-2-286-1,mark d gorrell
f1000-2-286-2,rodney rouse
f1000-2-287-0,anthony hannan
f1000-2-287-1,peter todd
f1000-2-288-0,david nickerson
f1000-2-288-1,david nickerson
f1000-2-288-2,steven niederer
f1000-2-289-0,andrew kemp
f1000-2-289-1,onno meijer
f1000-2-289-2,onno meijer
f1000-2-289-3,andrew kemp
f1000-2-29-0,sian jones
f1000-2-29-1,daniel kruschinski
f1000-2-29-2,sian jones
f1000-2-3-0,neville gully
f1000-2-3-1,leonard crocombe
f1000-2-30-0,lawrence e. hunter
f1000-2-30-1,nicola j. mulder 
f1000-2-30-2,francisco couto
f1000-2-30-3,nicola j. mulder 
f1000-2-30-4,francisco couto
f1000-2-30-5,lawrence e. hunter
f1000-2-31-0,irene lund
f1000-2-31-1,claudia campbell
f1000-2-31-2,darin correll 
f1000-2-32-0,kornelia neveling
f1000-2-32-1,struan grant
f1000-2-32-2,andrea ballabio
f1000-2-32-3,struan grant
f1000-2-33-0,herman scholthof
f1000-2-33-1,kiran mysore
f1000-2-33-2,kiran mysore
f1000-2-33-3,herman scholthof
f1000-2-34-0,trevor hine
f1000-2-34-1,trevor hine
f1000-2-34-2,chris baker 
f1000-2-35-0,joyce van de leemput
f1000-2-35-1,cliff ragsdale
f1000-2-36-0,paul savage
f1000-2-36-1,anastasia nijnik
f1000-2-37-0,sarah o'connor
f1000-2-37-1,sheila mccormick
f1000-2-38-0,henry murray
f1000-2-38-1,george condous
f1000-2-39-0,selwyn lowe
f1000-2-39-1,rogelio llez
f1000-2-4-0,hidehiro mizusawa
f1000-2-4-1,kai zinn
f1000-2-4-2,jose valpuesta 
f1000-2-40-0,essam- eldeen m mohamed
f1000-2-40-1,gary klinefelter
f1000-2-40-2,nelson bennett 
f1000-2-41-0,lynda bonner
f1000-2-41-1,oweikumo eradiri
f1000-2-42-0,janet wale
f1000-2-42-1,quinette louw
f1000-2-43-0,jordi moya-larao
f1000-2-43-1,gregory crutsinger
f1000-2-43-2,eva kisdi
f1000-2-44-0,helen yap 
f1000-2-44-1,susanna lpez legentil
f1000-2-44-2,alison telfer
f1000-2-44-3,susanna lpez legentil
f1000-2-44-4,helen yap 
f1000-2-45-0,shisheng li
f1000-2-45-1,tom tullius
f1000-2-46-0,angelo schenone
f1000-2-46-1,fransesc palau
f1000-2-46-2,rhona mirsky
f1000-2-47-0,heinz koelbl
f1000-2-47-1,roger dmochowski
f1000-2-48-0,cline fiset
f1000-2-48-1,jamie vandenberg 
f1000-2-48-2,jamie vandenberg 
f1000-2-48-3,cline fiset
f1000-2-49-0,saravana kumar
f1000-2-49-1,erin aiello bowles
f1000-2-5-0,andy pereira 
f1000-2-5-1,igor kovalchuk
f1000-2-5-2,david oppenheimer
f1000-2-5-3,david oppenheimer
f1000-2-5-4,igor kovalchuk
f1000-2-5-5,andy pereira 
f1000-2-50-0,erin bigler
f1000-2-50-1,chiadi onyike
f1000-2-51-0,diego contreras
f1000-2-51-1,marcello rosa
f1000-2-51-2,diego contreras
f1000-2-51-3,marcello rosa
f1000-2-52-0,mats brittberg
f1000-2-52-1,robert gerwin
f1000-2-52-2,julia funk
f1000-2-52-3,robert gerwin
f1000-2-53-0,michela marinelli
f1000-2-53-1,simon barak caine
f1000-2-54-0,eric daar 
f1000-2-54-1,susana n. asin
f1000-2-54-2,paul klenerman
f1000-2-54-3,paul klenerman
f1000-2-54-4,susana n. asin
f1000-2-54-5,eric daar 
f1000-2-55-0,john schjenken
f1000-2-55-1,anis feki
f1000-2-56-0,mark pritchard
f1000-2-56-1,denis mccarthy
f1000-2-57-0,yonggen lou
f1000-2-57-1,jarmo k. holopainen
f1000-2-57-2,yonggen lou
f1000-2-57-3,jarmo k. holopainen
f1000-2-58-0,dejan todorovi
f1000-2-58-1,ming meng
f1000-2-58-2,simone gori
f1000-2-58-3,simone gori
f1000-2-58-4,dejan todorovi
f1000-2-58-5,ming meng
f1000-2-59-0,harriet gordon
f1000-2-59-1,jean crabtree
f1000-2-59-2,penny neild
f1000-2-6-0,david oppenheimer
f1000-2-6-1,igor kovalchuk
f1000-2-6-2,andy pereira 
f1000-2-60-0,patrick masson
f1000-2-60-1,vitaly citovsky
f1000-2-60-2,patrick masson
f1000-2-60-3,vitaly citovsky
f1000-2-61-0,cynthia so-osman
f1000-2-61-1,jacques lacroix
f1000-2-62-0,hannah wunsch
f1000-2-62-1,hynek riha
f1000-2-63-0,nur hasan
f1000-2-63-1,yan boucher
f1000-2-63-2,thandavarayan ramamurthy
f1000-2-64-0,gloria fuentes
f1000-2-64-1,martin zacharias
f1000-2-64-2,victor munoz
f1000-2-64-3,gloria fuentes
f1000-2-64-4,martin zacharias
f1000-2-65-0,susan travers
f1000-2-65-1,lynnette phillips mccluskey
f1000-2-65-2,odd-geir berge
f1000-2-66-0,elizabeth petersen
f1000-2-66-1,elizabeth petersen
f1000-2-66-2,ryan chisholm
f1000-2-66-3,nicholas bax
f1000-2-66-4,ryan chisholm
f1000-2-67-0,bruno gomez-gil
f1000-2-67-1,tomoo sawabe
f1000-2-68-0,kenneth yamada 
f1000-2-68-1,jonathan jones
f1000-2-69-0,stephen lewis
f1000-2-69-1,sara mccartney
f1000-2-69-2,richard pollok
f1000-2-7-0,michael donnenberg
f1000-2-7-1,donald court
f1000-2-7-2,joe wade
f1000-2-70-0,antonio pacheco palha
f1000-2-70-1,chiara simonelli
f1000-2-70-2,antonio pacheco palha
f1000-2-70-3,chiara simonelli
f1000-2-71-0,frank harrell
f1000-2-71-1,paul eilers
f1000-2-71-2,paul eilers
f1000-2-71-3,julie bertrand
f1000-2-71-4,julie bertrand
f1000-2-71-5,frank harrell
f1000-2-71-6,paul eilers
f1000-2-72-0,michael hynes
f1000-2-72-1,amir sharon
f1000-2-73-0,lawrence rajendran
f1000-2-73-1,richard gomer
f1000-2-74-0,gunnar d nielsen
f1000-2-74-1,bruce bryant
f1000-2-75-0,lisa locatello
f1000-2-75-1,lisa locatello
f1000-2-75-2,katja heubel
f1000-2-75-3,clelia gasparini
f1000-2-75-4,clelia gasparini
f1000-2-75-5,lisa locatello
f1000-2-75-6,katja heubel
f1000-2-76-0,bruno lemaitre
f1000-2-76-1,dimitrios p. kontoyiannis
f1000-2-76-2,bernard mathey-prevot
f1000-2-76-3,petros ligoxygakis
f1000-2-77-0,joseph bidwell
f1000-2-77-1,daniel bikle
f1000-2-77-2,joseph bidwell
f1000-2-77-3,daniel bikle
f1000-2-78-0,shu hashimoto
f1000-2-78-1,bruce rubin
f1000-2-79-0,alyssa boasso
f1000-2-79-1,jo abbott
f1000-2-79-2,jo abbott
f1000-2-79-3,alyssa boasso
f1000-2-8-0,karolina kucharova
f1000-2-8-1,anita e. bandrowski
f1000-2-8-2,louise purton
f1000-2-8-3,karolina kucharova
f1000-2-8-4,anita e. bandrowski
f1000-2-8-5,louise purton
f1000-2-80-0,paul licciardi
f1000-2-80-1,dina czeresnia
f1000-2-81-0,salvatore caruso
f1000-2-81-1,nelson bennett 
f1000-2-81-2,salvatore caruso
f1000-2-81-3,nelson bennett 
f1000-2-82-0,vladimir uversky 
f1000-2-82-1,vincent rotello
f1000-2-82-2,vladimir uversky 
f1000-2-82-3,vincent rotello
f1000-2-83-0,bellamkonda kishore
f1000-2-83-1,helle praetorius
f1000-2-84-0,sharon rosenzweig-lipson
f1000-2-84-1,bianca jupp
f1000-2-84-2,david triggle
f1000-2-85-0,michele a basso
f1000-2-85-1,farrel robinson
f1000-2-85-2,michele a basso
f1000-2-86-0,laxmi baxi
f1000-2-86-1,luis bahamondes
f1000-2-86-2,luis bahamondes
f1000-2-86-3,laxmi baxi
f1000-2-86-4,warren foster 
f1000-2-87-0,daniel falush
f1000-2-87-1,david ussery
f1000-2-88-0,arvind kumar
f1000-2-88-1,fidel santamaria
f1000-2-88-2,arvind kumar
f1000-2-88-3,fidel santamaria
f1000-2-89-0,trudy m. wassenaar
f1000-2-89-1,david ussery
f1000-2-9-0,anita e. bandrowski
f1000-2-9-1,karolina kucharova
f1000-2-9-2,ygal haupt
f1000-2-9-3,maria vinci
f1000-2-9-4,ygal haupt
f1000-2-90-0,rudy bilous
f1000-2-90-1,melanie hoenig
f1000-2-90-2,rudy bilous
f1000-2-91-0,jos machado
f1000-2-91-1,una kyriacos
f1000-2-91-2,anders aneman
f1000-2-92-0,carolyn weiniger
f1000-2-92-1,michael james paech
f1000-2-92-2,carolyn weiniger
f1000-2-92-3,hiroyuki sumikura
f1000-2-92-4,michael james paech
f1000-2-93-0,saikat chakrabarti
f1000-2-93-1,mallur srivatsan madhusudhan
f1000-2-93-2,saikat chakrabarti
f1000-2-94-0,jonathan w yewdell
f1000-2-94-1,monika fuxreiter
f1000-2-94-2,h jane dyson
f1000-2-95-0,zi-ke zhang
f1000-2-95-1,george karypis
f1000-2-96-0,marcin chwistek 
f1000-2-96-1,michael erdek
f1000-2-96-2,marcin chwistek 
f1000-2-96-3,michael erdek
f1000-2-96-4,arun bhaskar
f1000-2-96-5,michael erdek
f1000-2-97-0,shanta sarfare
f1000-2-97-1,debora nickla
f1000-2-98-0,dave nichols
f1000-2-98-1,wayne d. hall
f1000-2-99-0,sally partridge
f1000-2-99-1,sally partridge
f1000-2-99-2,batrice berot
f1000-2-99-3,batrice berot
f1000-2-99-4,sally partridge
f1000-3-1-0,laura maursetter
f1000-3-1-1,ritu soni
f1000-3-1-2,ritu soni
f1000-3-1-3,laura maursetter
f1000-3-10-0,eva b. broecker
f1000-3-10-1,angela bohlke
f1000-3-10-2,jordan reynolds
f1000-3-10-3,amanda mullins
f1000-3-100-0,marie schall
f1000-3-100-1,lisa m. schilling
f1000-3-100-2,john ovretveit
f1000-3-101-0,patrik jansson
f1000-3-101-1,david hestenes
f1000-3-101-2,patrik jansson
f1000-3-101-3,david hestenes
f1000-3-102-0,janet rossant
f1000-3-102-1,christine mummery
f1000-3-103-0,alex gatt
f1000-3-103-1,annabel blasi
f1000-3-103-2,alex gatt
f1000-3-103-3,annabel blasi
f1000-3-103-4,hugo ten cate
f1000-3-104-0,alla borisyuk
f1000-3-104-1,farzan nadim
f1000-3-105-0,marta sitges
f1000-3-105-1,cline fiset
f1000-3-106-0,charles bell
f1000-3-106-1,ting fang wang
f1000-3-107-0,christopher wells
f1000-3-107-1,adam haycock
f1000-3-108-0,tim anderson
f1000-3-108-1,stephen m. gentleman
f1000-3-109-0,melisa giorgis
f1000-3-109-1,christoph kueffer
f1000-3-11-0,matthew s. wosnitzer
f1000-3-11-1,boback berookhim
f1000-3-110-0,david soergel
f1000-3-110-1,kristina hettne
f1000-3-110-2,barry demchak 
f1000-3-110-3,paolo missier
f1000-3-111-0,michael loebinger
f1000-3-111-1,hartmut lode
f1000-3-111-2,david e griffith
f1000-3-112-0,gregorio bigatti
f1000-3-112-1,mathieu cusson
f1000-3-113-0,georgia b. mcgaughey
f1000-3-113-1,georgia b. mcgaughey
f1000-3-113-2,herman van vlijmen
f1000-3-114-0,ronald pearl
f1000-3-114-1,suzanne karan
f1000-3-114-2,sairam parthasarathy
f1000-3-115-0,philip d. anderson
f1000-3-115-1,kemal s. korkmaz
f1000-3-116-0,fabio galbusera
f1000-3-116-1,ivana gadjanski 
f1000-3-116-2,carolien h. g bastiaenen
f1000-3-116-3,ivana gadjanski 
f1000-3-117-0,michael paech
f1000-3-117-1,john svigos
f1000-3-117-2,bernard wittels
f1000-3-118-0,johan groeneveld
f1000-3-118-1,michael o'connor
f1000-3-119-0,david soll
f1000-3-119-1,ivan oransky 
f1000-3-119-2,andrew d. chalmers
f1000-3-12-0,hugh barr
f1000-3-12-1,eva obermayr
f1000-3-120-0,paul phelan
f1000-3-120-1,manish ponda
f1000-3-121-0,jasper rine
f1000-3-121-1,corey nislow
f1000-3-122-0,mahtab nouri
f1000-3-122-1,wael sabbah
f1000-3-123-0,nitika pant pai
f1000-3-123-1,nitika pant pai
f1000-3-123-2,matthew chico
f1000-3-124-0,cesare sirtori
f1000-3-124-1,gerald f. watts
f1000-3-125-0,john tower
f1000-3-125-1,joel parker
f1000-3-126-0,simone pacini
f1000-3-126-1,simone pacini
f1000-3-126-2,armin attar
f1000-3-127-0,werner j. z'graggen
f1000-3-127-1,alexander semmler
f1000-3-127-2,alexander semmler
f1000-3-127-3,werner j. z'graggen
f1000-3-128-0,holger wormer
f1000-3-128-1,sarah r. davies
f1000-3-129-0,david healy
f1000-3-129-1,david healy
f1000-3-129-2,maruyama koichi
f1000-3-129-3,david healy
f1000-3-129-4,maruyama koichi
f1000-3-13-0,chris deery
f1000-3-13-1,mariana m. braga
f1000-3-13-2,vera mendes soviero
f1000-3-130-0,fabio bulleri
f1000-3-130-1,ernesto badano
f1000-3-130-2,he qiang
f1000-3-130-3,fabio bulleri
f1000-3-131-0,johannes boltze
f1000-3-131-1,michael chopp
f1000-3-131-2,an zhou
f1000-3-131-3,michael chopp
f1000-3-131-4,johannes boltze
f1000-3-132-0,hans lassmann
f1000-3-132-1,elliot m. frohman
f1000-3-132-2,michael k. racke
f1000-3-132-3,hans lassmann
f1000-3-133-0,paul rainey
f1000-3-133-1,paul rainey
f1000-3-133-2,richard gomer
f1000-3-134-0,guy laureys
f1000-3-134-1,marleen van baak
f1000-3-135-0,juan d. ramirez
f1000-3-135-1,frank van eijs
f1000-3-135-2,juan d. ramirez
f1000-3-135-3,frank van eijs
f1000-3-136-0,david reser
f1000-3-136-1,stan leung
f1000-3-137-0,annalisa pastore
f1000-3-137-1,amnon horovitz
f1000-3-139-0,ankush sharma 
f1000-3-139-1,ferenc jordan
f1000-3-139-2,ankush sharma 
f1000-3-139-3,ferenc jordan
f1000-3-14-0,edmund hart
f1000-3-14-1,yuxin zhang
f1000-3-14-2,edmund hart
f1000-3-14-3,yuxin zhang
f1000-3-140-0,byung-jun yoon
f1000-3-140-1,antonio j. perez pulido
f1000-3-140-2,byung-jun yoon
f1000-3-140-3,rintaro saito
f1000-3-140-4,antonio j. perez pulido
f1000-3-141-0,florian markowetz
f1000-3-141-1,nathan salomonis
f1000-3-142-0,alexander pico 
f1000-3-142-1,cristina rubino escudero
f1000-3-143-0,alexander lex
f1000-3-143-1,jose villaveces
f1000-3-143-2,alexander lex
f1000-3-144-0,melissa cline
f1000-3-144-1,egon willighagen 
f1000-3-144-2,matthew dejongh
f1000-3-145-0,augustin luna 
f1000-3-145-1,augustin luna 
f1000-3-145-2,hans binder
f1000-3-146-0,nikolaus schultz
f1000-3-146-1,nikolaus schultz
f1000-3-146-2,hamid bolouri
f1000-3-147-0,piet molenaar
f1000-3-147-1,lars juhl jensen
f1000-3-148-0,olivier elemento
f1000-3-148-1,benno schwikowski
f1000-3-149-0,tamara munzner
f1000-3-149-1,tamara munzner
f1000-3-149-2,thomas kelder
f1000-3-149-3,jiguang wang
f1000-3-15-0,nikhil mukhi
f1000-3-15-1,edwin choy
f1000-3-15-2,gurpreet s lamba
f1000-3-15-3,edwin choy
f1000-3-15-4,nikhil mukhi
f1000-3-150-0,christian lopes
f1000-3-150-1,alfredo pulvirenti
f1000-3-150-2,brian kidd
f1000-3-151-0,jan aerts
f1000-3-151-1,gabriela bindea 
f1000-3-151-2,aris floratos
f1000-3-152-0,ted goldstein
f1000-3-152-1,christian a grove
f1000-3-153-0,rosalba giugno
f1000-3-153-1,giovanni scardoni
f1000-3-154-0,tom smulders
f1000-3-154-1,tom smulders
f1000-3-154-2,rob nash
f1000-3-155-0,takashi yazawa
f1000-3-155-1,daniel bikle
f1000-3-156-0,marcel quint
f1000-3-156-1,gourab ghoshal
f1000-3-156-2,gourab ghoshal
f1000-3-156-3,dmitri krioukov
f1000-3-156-4,marcel quint
f1000-3-157-0,cees smit sibinga 
f1000-3-157-1,cees smit sibinga 
f1000-3-157-2,ankit balani
f1000-3-157-3,cees smit sibinga 
f1000-3-158-0,maria ins picollo
f1000-3-158-1,deon canyon
f1000-3-159-0,andre-pascal sappino
f1000-3-159-1,nicole philip
f1000-3-16-0,george papachristou
f1000-3-16-1,jenny mcconnell
f1000-3-160-0,miki nakao
f1000-3-160-1,julja burchard
f1000-3-160-2,cynthia smas
f1000-3-161-0,steven l young
f1000-3-161-1,philippa saunders 
f1000-3-161-2,philippa saunders 
f1000-3-161-3,steven l young
f1000-3-162-0,daniel isabey
f1000-3-162-1,nria gavara
f1000-3-163-0,derek molliver
f1000-3-163-1,terry kirley
f1000-3-163-2,derek molliver
f1000-3-163-3,terry kirley
f1000-3-164-0,shelley c. clarke
f1000-3-164-1,juan carlos pnez
f1000-3-164-2,alastair harry
f1000-3-164-3,shelley c. clarke
f1000-3-165-0,matthias riess
f1000-3-165-1,abdallah fayssoil
f1000-3-166-0,jean eloy
f1000-3-166-1,jean charchaflieh
f1000-3-166-2,richard smiley
f1000-3-167-0,rebecca madan
f1000-3-167-1,theresa t. lu 
f1000-3-168-0,jesse dillon
f1000-3-168-1,melanie mormile
f1000-3-168-2,mohammad ali amoozegar
f1000-3-168-3,jesse dillon
f1000-3-169-0,francis g. szele
f1000-3-169-1,stefano pluchino
f1000-3-169-2,francis g. szele
f1000-3-169-3,carlos p. fitzsimons
f1000-3-169-4,stefano pluchino
f1000-3-17-0,soumen roy
f1000-3-17-1,rahul banerjee
f1000-3-170-0,alan godfrey
f1000-3-170-1,alan godfrey
f1000-3-170-2,paul mccullagh
f1000-3-171-0,corin badiu
f1000-3-171-1,niki karavitaki 
f1000-3-171-2,atanaska elenkova
f1000-3-172-0,john d bell
f1000-3-172-1,john d bell
f1000-3-172-2,guy duportail
f1000-3-172-3,vadim cherezov
f1000-3-173-0,naoaki okazaki
f1000-3-173-1,karin verspoor 
f1000-3-174-0,martin egelhaaf
f1000-3-174-1,martin giurfa
f1000-3-174-2,martin giurfa
f1000-3-174-3,martin egelhaaf
f1000-3-174-4,bruno van swinderen
f1000-3-175-0,timothy j. triche
f1000-3-175-1,tiffany j. morris
f1000-3-175-2,timothy j. triche
f1000-3-176-0,hiromu tanimoto
f1000-3-176-1,josh dubnau
f1000-3-176-2,gregg roman
f1000-3-177-0,jan oosting
f1000-3-177-1,eamonn maguire
f1000-3-178-0,paola bovolenta 
f1000-3-178-1,fred gage
f1000-3-179-0,ulrich technau
f1000-3-179-1,rony paz
f1000-3-179-2,rony paz
f1000-3-179-3,ulrich technau
f1000-3-18-0,max haeussler
f1000-3-18-1,cecilia n. arighi 
f1000-3-18-2,cecilia n. arighi 
f1000-3-18-3,max haeussler
f1000-3-18-4,philippe thomas
f1000-3-180-0,ioannis a. voutsadakis
f1000-3-180-1,judit moldvay
f1000-3-180-2,judit moldvay
f1000-3-180-3,ioannis a. voutsadakis
f1000-3-181-0,regina flster-holst
f1000-3-181-1,robert sidbury
f1000-3-181-2,mohamed badawy abdel-naser
f1000-3-182-0,sam schwarzkopf
f1000-3-182-1,sam schwarzkopf
f1000-3-182-2,sam schwarzkopf
f1000-3-182-3,james lake
f1000-3-183-0,stefano casola
f1000-3-183-1,steven o'reilly
f1000-3-183-2,steven o'reilly
f1000-3-183-3,kenneth witwer 
f1000-3-184-0,luigi naldi
f1000-3-184-1,giuseppe argenziano
f1000-3-184-2,giuseppe argenziano
f1000-3-184-3,luigi naldi
f1000-3-185-0,justin r. meyer
f1000-3-185-1,c. patrick doncaster
f1000-3-186-0,beatrix volc-platzer
f1000-3-186-1,anne e. laumann
f1000-3-187-0,gregory matthews
f1000-3-187-1,mark lunt
f1000-3-188-0,euripedes constantino miguel
f1000-3-188-1,andrea cavanna
f1000-3-189-0,walter bubley
f1000-3-189-1,walter bubley
f1000-3-189-2,bryan frazier
f1000-3-19-0,michael mangan
f1000-3-19-1,suzette astley
f1000-3-190-0,alastair harry
f1000-3-190-1,marcus drymon
f1000-3-190-2,alastair harry
f1000-3-191-0,ed heist
f1000-3-191-1,kevin feldheim
f1000-3-193-0,isabel po
f1000-3-193-1,karl-ulrich bayer
f1000-3-193-2,mark l. dellacqua 
f1000-3-194-0,jos m. bautista
f1000-3-194-1,anastasios karadimitris
f1000-3-194-2,anastasios karadimitris
f1000-3-194-3,rosario notaro
f1000-3-195-0,mirjam christ-crain
f1000-3-195-1,richard sterns
f1000-3-195-2,michael emmett
f1000-3-195-3,richard sterns
f1000-3-196-0,shauna yuan
f1000-3-196-1,maija castren
f1000-3-197-0,hammad ather 
f1000-3-197-1,levent turkeri
f1000-3-198-0,ahmad awada 
f1000-3-198-1,daniel vorobiof
f1000-3-199-0,jason e. stajich
f1000-3-199-1,daniel lombraa gonzlez
f1000-3-2-0,nelson bennett 
f1000-3-2-1,jay i. sandlow 
f1000-3-2-2,paul turek
f1000-3-2-3,nelson bennett 
f1000-3-20-0,daniel strech
f1000-3-20-1,daniel strech
f1000-3-20-2,giorgio scita
f1000-3-200-0,bertram muller-myhsok
f1000-3-200-1,peter holmans
f1000-3-200-2,dirk jan de koning
f1000-3-201-0,steven rees
f1000-3-201-1,thais russomano
f1000-3-202-0,jesse d. cushman
f1000-3-202-1,alan dorin
f1000-3-203-0,jamie ponce
f1000-3-203-1,marko nikolic
f1000-3-204-0,adrian matioc
f1000-3-204-1,d john doyle
f1000-3-205-0,robert leaman
f1000-3-205-1,sofie van landeghem
f1000-3-205-2,filip ginter
f1000-3-205-3,sofie van landeghem
f1000-3-206-0,ramakrishnan nagaraj
f1000-3-206-1,guangshun wang
f1000-3-206-2,guangshun wang
f1000-3-206-3,ramakrishnan nagaraj
f1000-3-207-0,jay i. sandlow 
f1000-3-207-1,matthew coward
f1000-3-207-2,wayland hsiao
f1000-3-208-0,jens pruessner
f1000-3-208-1,richard slatcher
f1000-3-208-2,jens pruessner
f1000-3-208-3,richard slatcher
f1000-3-209-0,chikwe ihekweazu
f1000-3-209-1,james smith
f1000-3-21-0,george woody
f1000-3-21-1,john mendelson
f1000-3-210-0,aaron best
f1000-3-210-1,aaron best
f1000-3-210-2,matthew a. oberhardt
f1000-3-211-0,zsolt baranyai
f1000-3-211-1,offiong ikpatt
f1000-3-212-0,gonzalo g de polavieja
f1000-3-212-1,motoaki sugiura
f1000-3-212-2,gonzalo g de polavieja
f1000-3-212-3,motoaki sugiura
f1000-3-212-4,gonzalo g de polavieja
f1000-3-212-5,motoaki sugiura
f1000-3-213-0,stewart babbott
f1000-3-213-1,janet wale
f1000-3-214-0,bernard offmann
f1000-3-214-1,srikrishna subramanian
f1000-3-214-2,sunando datta
f1000-3-214-3,bernard offmann
f1000-3-214-4,sunando datta
f1000-3-215-0,tomomichi fujita
f1000-3-215-1,rajan sankaranarayanan
f1000-3-216-0,michael hutchinson
f1000-3-216-1,bruce v taylor
f1000-3-217-0,xavier barril
f1000-3-217-1,juliana bernardes
f1000-3-217-2,stefano ciurli
f1000-3-218-0,michael walters 
f1000-3-218-1,stefan laufer
f1000-3-218-2,steffen renner
f1000-3-219-0,george m. martin
f1000-3-219-1,derek m. huffman
f1000-3-219-2,holly m. brown-borg
f1000-3-22-0,sandeep vijayan
f1000-3-22-1,kishore puthezhath menon
f1000-3-22-2,nikolaos gougoulias
f1000-3-221-0,pablo bonveh
f1000-3-221-1,per ljungman
f1000-3-222-0,paula bickford
f1000-3-222-1,james simpkins
f1000-3-223-0,arnaud barr
f1000-3-223-1,alison l. sheets
f1000-3-224-0,m. rashad massoud 
f1000-3-225-0,gabriel leon
f1000-3-225-1,jorge babul
f1000-3-226-0,lisa v. doan
f1000-3-226-1,arthur atchabahian
f1000-3-227-0,ann mullally
f1000-3-227-1,laura c. michaelis
f1000-3-228-0,luis m. valor
f1000-3-228-1,benedetto sacchetti
f1000-3-228-2,andreas schulze
f1000-3-228-3,andreas schulze
f1000-3-228-4,luis m. valor
f1000-3-228-5,benedetto sacchetti
f1000-3-229-0,nobuyuki okamura
f1000-3-229-1,victor villemagne
f1000-3-23-0,mirela bojan
f1000-3-23-1,mirela bojan
f1000-3-23-2,sabino scolletta
f1000-3-23-3,mirela bojan
f1000-3-23-4,sabino scolletta
f1000-3-230-0,tilman grune
f1000-3-230-1,thorsten hoppe 
f1000-3-230-2,suresh rattan
f1000-3-230-3,nektarios tavernarakis
f1000-3-231-0,john l. hopper
f1000-3-231-1,duncan baird
f1000-3-232-0,simon glerup
f1000-3-232-1,andrew d. chalmers
f1000-3-232-2,andrew d. chalmers
f1000-3-232-3,simon glerup
f1000-3-232-4,fridtjof lund-johansen
f1000-3-233-0,peter r bernstein
f1000-3-233-1,bill greenlee
f1000-3-233-2,john a. lowe iii 
f1000-3-234-0,alison holmes
f1000-3-234-1,alison holmes
f1000-3-234-2,vicki erasmus
f1000-3-234-3,mary-louise mclaws
f1000-3-235-0,w.n. welvaart
f1000-3-235-1,sezai celik
f1000-3-236-0,kenneth de jong
f1000-3-236-1,nathan alexander
f1000-3-238-0,barbara stecca
f1000-3-238-1,natalia riobo
